config_id,month,phase,net_R,N,wins,losses
V49_7B_0154,2024-04,VAL,-8.8963,8,0,8
V49_7B_0154,2024-10,VAL,5.8004,15,7,8
V49_7B_0155,2020-03,TRAIN,-10.5134,10,0,10
V49_7B_0155,2020-09,TRAIN,-8.2546,15,3,12
V49_7B_0155,2021-02,TRAIN,-1.7220999999999997,9,3,6
V49_7B_0155,2021-08,TRAIN,-2.6024000000000003,17,6,11
V49_7B_0155,2022-05,TRAIN,3.596,5,3,2
V49_7B_0155,2022-11,TRAIN,1.6666,7,3,4
V49_7B_0155,2023-01,VAL,-8.7433,12,2,10
V49_7B_0155,2023-07,VAL,0.1499999999999999,5,2,3
V49_7B_0155,2024-04,VAL,-7.3627,8,1,7
V49_7B_0155,2024-10,VAL,-0.03169999999999984,14,6,8
V49_7B_0156,2020-03,TRAIN,-4.8124,10,2,8
V49_7B_0156,2020-09,TRAIN,0.26900000000000013,13,5,8
V49_7B_0156,2021-02,TRAIN,-3.2203,8,2,6
V49_7B_0156,2021-08,TRAIN,-3.083,10,3,7
V49_7B_0156,2022-05,TRAIN,1.4385000000000003,7,3,4
V49_7B_0156,2022-11,TRAIN,5.7078,6,4,2
V49_7B_0156,2023-01,VAL,-2.0427999999999997,11,4,7
V49_7B_0156,2023-07,VAL,-3.9198000000000004,6,1,5
V49_7B_0156,2024-04,VAL,-5.9079,7,1,6
V49_7B_0156,2024-10,VAL,-4.9714,13,4,9
V49_7B_0157,2020-03,TRAIN,5.0982,11,7,4
V49_7B_0157,2020-09,TRAIN,-6.5957,15,4,11
V49_7B_0157,2021-02,TRAIN,-8.0036,7,0,7
V49_7B_0157,2021-08,TRAIN,-5.3218000000000005,13,4,9
V49_7B_0157,2022-05,TRAIN,-1.0384000000000002,12,5,7
V49_7B_0157,2022-11,TRAIN,-9.6992,22,6,16
V49_7B_0157,2023-01,VAL,3.7152000000000003,17,9,8
V49_7B_0157,2023-07,VAL,4.282900000000001,16,9,7
V49_7B_0157,2024-04,VAL,-7.549799999999999,13,3,10
V49_7B_0157,2024-10,VAL,-4.4973,21,8,13
V49_7B_0158,2020-03,TRAIN,4.5334,6,4,2
V49_7B_0158,2020-09,TRAIN,-2.4455,5,1,4
V49_7B_0158,2021-02,TRAIN,-2.2498,2,0,2
V49_7B_0158,2021-08,TRAIN,-6.0591,7,1,6
V49_7B_0158,2022-05,TRAIN,-6.781,6,0,6
V49_7B_0158,2022-11,TRAIN,-3.2180999999999997,11,3,8
V49_7B_0158,2023-01,VAL,-2.1821,13,4,9
V49_7B_0158,2023-07,VAL,-6.6345,14,3,11
V49_7B_0158,2024-04,VAL,-6.6921,6,0,6
V49_7B_0158,2024-10,VAL,0.7513999999999998,10,4,6
V49_7B_0159,2020-03,TRAIN,0.6175999999999997,4,2,2
V49_7B_0159,2020-09,TRAIN,-4.409800000000001,4,0,4
V49_7B_0159,2021-02,TRAIN,-2.3056,2,0,2
V49_7B_0159,2021-08,TRAIN,-5.9858,5,0,5
V49_7B_0159,2022-05,TRAIN,-3.445,3,0,3
V49_7B_0159,2022-11,TRAIN,2.0897,6,3,3
V49_7B_0159,2023-01,VAL,1.3018000000000003,7,3,4
V49_7B_0159,2023-07,VAL,-3.0874999999999995,8,2,6
V49_7B_0159,2024-04,VAL,-1.6319,4,1,3
V49_7B_0159,2024-10,VAL,-0.9801000000000002,6,2,4
V49_7B_0160,2020-03,TRAIN,5.1648,5,3,2
V49_7B_0160,2020-09,TRAIN,-3.8644999999999996,7,1,6
V49_7B_0160,2021-02,TRAIN,-3.3366,3,0,3
V49_7B_0160,2021-08,TRAIN,-5.5468,8,1,7
V49_7B_0160,2022-05,TRAIN,6.3204,7,4,3
V49_7B_0160,2022-11,TRAIN,5.481999999999999,11,5,6
V49_7B_0160,2023-01,VAL,2.0352,7,3,4
V49_7B_0160,2023-07,VAL,-3.1167,6,1,5
V49_7B_0160,2024-04,VAL,-4.3348,9,2,7
V49_7B_0160,2024-10,VAL,5.6084000000000005,9,5,4
V49_7B_0161,2020-03,TRAIN,5.2304,5,4,1
V49_7B_0161,2020-09,TRAIN,-2.505,5,1,4
V49_7B_0161,2021-02,TRAIN,-2.3005,2,0,2
V49_7B_0161,2021-08,TRAIN,-9.5462,8,0,8
V49_7B_0161,2022-05,TRAIN,-5.632899999999999,5,0,5
V49_7B_0161,2022-11,TRAIN,-2.667,10,3,7
V49_7B_0161,2023-01,VAL,-1.9130999999999994,10,3,7
V49_7B_0161,2023-07,VAL,0.2230000000000001,13,5,8
V49_7B_0161,2024-04,VAL,-6.9905,6,0,6
V49_7B_0161,2024-10,VAL,1.5395,9,4,5
V49_7B_0162,2020-03,TRAIN,4.1865000000000006,6,4,2
V49_7B_0162,2020-09,TRAIN,-5.9402,8,1,7
V49_7B_0162,2021-02,TRAIN,-3.4463,3,0,3
V49_7B_0162,2021-08,TRAIN,-6.6690000000000005,8,1,7
V49_7B_0162,2022-05,TRAIN,-2.2292,2,0,2
V49_7B_0162,2022-11,TRAIN,-0.1714,11,4,7
V49_7B_0162,2023-01,VAL,-0.5090999999999999,6,2,4
V49_7B_0162,2023-07,VAL,-1.8363999999999998,7,2,5
V49_7B_0162,2024-04,VAL,-9.0413,8,0,8
V49_7B_0162,2024-10,VAL,1.84,15,7,8
V49_7B_0163,2020-03,TRAIN,6.6607,12,7,5
V49_7B_0163,2020-09,TRAIN,-10.1226,17,3,14
V49_7B_0163,2021-02,TRAIN,-5.2369,7,1,6
V49_7B_0163,2021-08,TRAIN,-15.6669,17,2,15
V49_7B_0163,2022-05,TRAIN,-2.5448,15,5,10
V49_7B_0163,2022-11,TRAIN,-11.7223,23,5,18
V49_7B_0163,2023-01,VAL,3.4450000000000003,21,9,12
V49_7B_0163,2023-07,VAL,2.0932000000000004,16,7,9
V49_7B_0163,2024-04,VAL,-11.3347,14,2,12
V49_7B_0163,2024-10,VAL,-1.1737,25,10,15
V49_7B_0164,2020-03,TRAIN,4.2967,7,5,2
V49_7B_0164,2020-09,TRAIN,-1.5944999999999998,6,2,4
V49_7B_0164,2021-02,TRAIN,-3.5013,3,0,3
V49_7B_0164,2021-08,TRAIN,-9.2701,10,1,9
V49_7B_0164,2022-05,TRAIN,-5.4358,7,1,6
V49_7B_0164,2022-11,TRAIN,-4.2424,17,6,11
V49_7B_0164,2023-01,VAL,3.84,17,9,8
V49_7B_0164,2023-07,VAL,-0.9604000000000001,14,6,8
V49_7B_0164,2024-04,VAL,-4.3723,6,1,5
V49_7B_0164,2024-10,VAL,-0.3235000000000001,11,5,6
V49_7B_0165,2020-03,TRAIN,-6.8061,15,3,12
V49_7B_0165,2020-09,TRAIN,-4.9503,7,1,6
V49_7B_0165,2021-02,TRAIN,-0.6507999999999998,6,2,4
V49_7B_0165,2021-08,TRAIN,-0.5680000000000005,12,5,7
V49_7B_0165,2022-05,TRAIN,1.4827000000000004,7,3,4
V49_7B_0165,2022-11,TRAIN,-6.3697,6,0,6
V49_7B_0165,2023-01,VAL,3.3826,13,7,6
V49_7B_0165,2023-07,VAL,-4.6592,4,0,4
V49_7B_0165,2024-04,VAL,-1.7891000000000001,6,2,4
V49_7B_0165,2024-10,VAL,-4.6042000000000005,12,3,9
V49_7B_0166,2020-03,TRAIN,-9.602599999999999,9,0,9
V49_7B_0166,2020-09,TRAIN,-1.0927000000000002,10,3,7
V49_7B_0166,2021-02,TRAIN,-3.432,6,1,5
V49_7B_0166,2021-08,TRAIN,-0.2559,9,3,6
V49_7B_0166,2022-05,TRAIN,1.4950999999999999,5,2,3
V49_7B_0166,2022-11,TRAIN,1.7527999999999997,5,2,3
V49_7B_0166,2023-01,VAL,-5.373,8,1,7
V49_7B_0166,2023-07,VAL,0.09260000000000002,3,1,2
V49_7B_0166,2024-04,VAL,-3.4439,6,1,5
V49_7B_0166,2024-10,VAL,10.6899,9,6,3
V49_7B_0167,2020-03,TRAIN,4.3296,6,4,2
V49_7B_0167,2020-09,TRAIN,-3.5945,6,1,5
V49_7B_0167,2021-02,TRAIN,-3.5013,3,0,3
V49_7B_0167,2021-08,TRAIN,-8.7701,10,1,9
V49_7B_0167,2022-05,TRAIN,-3.7203999999999997,6,1,5
V49_7B_0167,2022-11,TRAIN,-3.9567000000000005,14,4,10
V49_7B_0167,2023-01,VAL,0.7001999999999999,13,5,8
V49_7B_0167,2023-07,VAL,0.1741999999999999,13,5,8
V49_7B_0167,2024-04,VAL,-3.8723,6,1,5
V49_7B_0167,2024-10,VAL,1.5573,9,4,5
V49_7B_0168,2020-03,TRAIN,-9.5531,9,0,9
V49_7B_0168,2020-09,TRAIN,-1.7827000000000004,12,4,8
V49_7B_0168,2021-02,TRAIN,-0.9127000000000003,6,2,4
V49_7B_0168,2021-08,TRAIN,-1.766,9,3,6
V49_7B_0168,2022-05,TRAIN,3.5392,5,3,2
V49_7B_0168,2022-11,TRAIN,2.6801,6,3,3
V49_7B_0168,2023-01,VAL,-4.1368,8,2,6
V49_7B_0168,2023-07,VAL,1.3012,4,2,2
V49_7B_0168,2024-04,VAL,-5.2493,7,1,6
V49_7B_0168,2024-10,VAL,5.2554,11,6,5
V49_7B_0169,2020-03,TRAIN,-6.5274,11,2,9
V49_7B_0169,2020-09,TRAIN,-1.6730999999999998,6,2,4
V49_7B_0169,2021-02,TRAIN,-2.6217999999999995,7,2,5
V49_7B_0169,2021-08,TRAIN,2.4613000000000005,11,6,5
V49_7B_0169,2022-05,TRAIN,3.6047000000000002,6,4,2
V49_7B_0169,2022-11,TRAIN,-5.237,5,0,5
V49_7B_0169,2023-01,VAL,7.6752,13,9,4
V49_7B_0169,2023-07,VAL,-2.2720000000000002,2,0,2
V49_7B_0169,2024-04,VAL,-0.7684,5,2,3
V49_7B_0169,2024-10,VAL,-3.7873,10,3,7
V49_7B_0170,2020-03,TRAIN,5.8135,6,4,2
V49_7B_0170,2020-09,TRAIN,-5.4544999999999995,8,1,7
V49_7B_0170,2021-02,TRAIN,-4.5401,4,0,4
V49_7B_0170,2021-08,TRAIN,-7.218300000000001,9,1,8
V49_7B_0170,2022-05,TRAIN,2.5295,4,2,2
V49_7B_0170,2022-11,TRAIN,0.561500000000001,12,4,8
V49_7B_0170,2023-01,VAL,0.4426000000000001,6,2,4
V49_7B_0170,2023-07,VAL,-0.8829999999999998,7,2,5
V49_7B_0170,2024-04,VAL,-9.0739,8,0,8
V49_7B_0170,2024-10,VAL,6.2478,17,8,9
V49_7B_0171,2020-03,TRAIN,-10.6026,10,0,10
V49_7B_0171,2020-09,TRAIN,-5.229000000000001,14,3,11
V49_7B_0171,2021-02,TRAIN,-1.9038,8,2,6
V49_7B_0171,2021-08,TRAIN,-1.0240999999999996,16,5,11
V49_7B_0171,2022-05,TRAIN,2.6631,4,2,2
V49_7B_0171,2022-11,TRAIN,-0.35519999999999996,7,2,5
V49_7B_0171,2023-01,VAL,-2.2292000000000005,10,3,7
V49_7B_0171,2023-07,VAL,-0.9460999999999995,4,1,3
V49_7B_0171,2024-04,VAL,-4.503,7,1,6
V49_7B_0171,2024-10,VAL,8.1515,13,7,6
V49_7B_0172,2020-03,TRAIN,-10.325800000000001,13,1,12
V49_7B_0172,2020-09,TRAIN,0.5657999999999999,12,4,8
V49_7B_0172,2021-02,TRAIN,-0.7814999999999999,7,2,5
V49_7B_0172,2021-08,TRAIN,-0.9122999999999992,12,4,8
V49_7B_0172,2022-05,TRAIN,1.8457000000000003,8,3,5
V49_7B_0172,2022-11,TRAIN,-0.3292999999999999,7,2,5
V49_7B_0172,2023-01,VAL,1.0782999999999998,12,5,7
V49_7B_0172,2023-07,VAL,-3.2347,6,1,5
V49_7B_0172,2024-04,VAL,-4.1594999999999995,9,2,7
V49_7B_0172,2024-10,VAL,4.832,13,6,7
V49_7B_0173,2020-03,TRAIN,-7.003399999999999,13,2,11
V49_7B_0173,2020-09,TRAIN,-3.8111,12,3,9
V49_7B_0173,2021-02,TRAIN,-4.7047,7,1,6
V49_7B_0173,2021-08,TRAIN,-5.5289,12,3,9
V49_7B_0173,2022-05,TRAIN,5.2094,8,4,4
V49_7B_0173,2022-11,TRAIN,3.0633999999999997,7,3,4
V49_7B_0173,2023-01,VAL,0.31089999999999973,12,4,8
V49_7B_0173,2023-07,VAL,-5.2356,7,1,6
V49_7B_0173,2024-04,VAL,-5.539000000000001,9,2,7
V49_7B_0173,2024-10,VAL,0.15899999999999936,14,5,9
V49_7B_0174,2020-03,TRAIN,1.8217,7,4,3
V49_7B_0174,2020-09,TRAIN,-5.8563,10,2,8
V49_7B_0174,2021-02,TRAIN,-5.614,5,0,5
V49_7B_0174,2021-08,TRAIN,-6.3813,10,2,8
V49_7B_0174,2022-05,TRAIN,2.6048999999999998,9,5,4
V49_7B_0174,2022-11,TRAIN,-1.5447000000000002,15,6,9
V49_7B_0174,2023-01,VAL,0.5598999999999998,11,5,6
V49_7B_0174,2023-07,VAL,-2.7879,7,2,5
V49_7B_0174,2024-04,VAL,-7.2498000000000005,11,2,9
V49_7B_0174,2024-10,VAL,0.7236,17,8,9
V49_7B_0175,2020-03,TRAIN,-6.991099999999999,13,2,11
V49_7B_0175,2020-09,TRAIN,-3.9153000000000002,12,3,9
V49_7B_0175,2021-02,TRAIN,-4.8031,7,1,6
V49_7B_0175,2021-08,TRAIN,-5.5289,12,3,9
V49_7B_0175,2022-05,TRAIN,5.2094,8,4,4
V49_7B_0175,2022-11,TRAIN,3.0633999999999997,7,3,4
V49_7B_0175,2023-01,VAL,0.3084999999999998,12,4,8
V49_7B_0175,2023-07,VAL,-5.2356,7,1,6
V49_7B_0175,2024-04,VAL,-5.539000000000001,9,2,7
V49_7B_0175,2024-10,VAL,1.4425,13,5,8
V49_7B_0176,2020-03,TRAIN,-8.2786,11,1,10
V49_7B_0176,2020-09,TRAIN,-0.9956999999999998,7,2,5
V49_7B_0176,2021-02,TRAIN,2.5891,5,3,2
V49_7B_0176,2021-08,TRAIN,3.5174,10,5,5
V49_7B_0176,2022-05,TRAIN,3.9984,6,3,3
V49_7B_0176,2022-11,TRAIN,-5.309699999999999,5,0,5
V49_7B_0176,2023-01,VAL,4.3504,9,4,5
V49_7B_0176,2023-07,VAL,-4.6417,4,0,4
V49_7B_0176,2024-04,VAL,-3.3156999999999996,5,1,4
V49_7B_0176,2024-10,VAL,0.07210000000000005,9,3,6
V49_7B_0177,2020-03,TRAIN,-10.502,10,0,10
V49_7B_0177,2020-09,TRAIN,-6.889899999999999,17,4,13
V49_7B_0177,2021-02,TRAIN,-0.3339000000000001,8,3,5
V49_7B_0177,2021-08,TRAIN,-2.2892,15,5,10
V49_7B_0177,2022-05,TRAIN,0.6214000000000004,5,2,3
V49_7B_0177,2022-11,TRAIN,-2.363,8,2,6
V49_7B_0177,2023-01,VAL,-7.348199999999999,11,2,9
V49_7B_0177,2023-07,VAL,-1.4002000000000001,4,1,3
V49_7B_0177,2024-04,VAL,-7.2093,9,1,8
V49_7B_0177,2024-10,VAL,5.172499999999999,13,7,6
V49_7B_0178,2020-03,TRAIN,4.746500000000001,7,4,3
V49_7B_0178,2020-09,TRAIN,-4.029299999999999,10,2,8
V49_7B_0178,2021-02,TRAIN,-5.7373,5,0,5
V49_7B_0178,2021-08,TRAIN,-8.4012,10,1,9
V49_7B_0178,2022-05,TRAIN,2.7167000000000003,10,4,6
V49_7B_0178,2022-11,TRAIN,0.7539000000000009,15,5,10
V49_7B_0178,2023-01,VAL,-4.3043,13,3,10
V49_7B_0178,2023-07,VAL,-0.8829999999999998,7,2,5
V49_7B_0178,2024-04,VAL,-9.104,11,1,10
V49_7B_0178,2024-10,VAL,6.2771,17,8,9
V49_7B_0179,2020-03,TRAIN,2.7484,6,4,2
V49_7B_0179,2020-09,TRAIN,-6.6271,8,1,7
V49_7B_0179,2021-02,TRAIN,-1.2745,1,0,1
V49_7B_0179,2021-08,TRAIN,-8.866299999999999,7,0,7
V49_7B_0179,2022-05,TRAIN,0.1943999999999999,2,1,1
V49_7B_0179,2022-11,TRAIN,1.1602999999999997,10,5,5
V49_7B_0179,2023-01,VAL,-0.6541999999999997,5,2,3
V49_7B_0179,2023-07,VAL,-4.3408,6,1,5
V49_7B_0179,2024-04,VAL,-4.6966,6,1,5
V49_7B_0179,2024-10,VAL,3.5811,13,8,5
V49_7B_0180,2020-03,TRAIN,3.4238,5,3,2
V49_7B_0180,2020-09,TRAIN,-2.0452000000000004,5,1,4
V49_7B_0180,2021-02,TRAIN,-1.1972,1,0,1
V49_7B_0180,2021-08,TRAIN,-7.1201,6,0,6
V49_7B_0180,2022-05,TRAIN,-5.6684,5,0,5
V49_7B_0180,2022-11,TRAIN,-0.9197999999999993,10,3,7
V49_7B_0180,2023-01,VAL,-1.9053,10,3,7
V49_7B_0180,2023-07,VAL,-0.8634,10,3,7
V49_7B_0180,2024-04,VAL,-2.3333000000000004,5,1,4
V49_7B_0180,2024-10,VAL,0.09799999999999964,9,3,6
V49_7B_0181,2020-03,TRAIN,2.8296,6,4,2
V49_7B_0181,2020-09,TRAIN,-1.2409999999999999,8,3,5
V49_7B_0181,2021-02,TRAIN,-5.7235,5,0,5
V49_7B_0181,2021-08,TRAIN,-9.3045,10,1,9
V49_7B_0181,2022-05,TRAIN,-2.8057999999999996,7,2,5
V49_7B_0181,2022-11,TRAIN,-2.1089,15,6,9
V49_7B_0181,2023-01,VAL,3.2554999999999996,13,7,6
V49_7B_0181,2023-07,VAL,1.4683,14,7,7
V49_7B_0181,2024-04,VAL,-5.4962,7,1,6
V49_7B_0181,2024-10,VAL,-1.6177000000000001,10,4,6
V49_7B_0182,2020-03,TRAIN,-6.6701,13,2,11
V49_7B_0182,2020-09,TRAIN,-2.8556999999999997,12,3,9
V49_7B_0182,2021-02,TRAIN,-0.7615999999999998,7,2,5
V49_7B_0182,2021-08,TRAIN,-1.0155000000000003,12,4,8
V49_7B_0182,2022-05,TRAIN,1.8213000000000004,8,3,5
V49_7B_0182,2022-11,TRAIN,-0.2776999999999994,7,2,5
V49_7B_0182,2023-01,VAL,-2.6106,12,4,8
V49_7B_0182,2023-07,VAL,-3.1741,6,1,5
V49_7B_0182,2024-04,VAL,-5.0081,9,2,7
V49_7B_0182,2024-10,VAL,4.9348,12,6,6
V49_7B_0183,2020-03,TRAIN,5.8135,6,4,2
V49_7B_0183,2020-09,TRAIN,-6.6067,9,1,8
V49_7B_0183,2021-02,TRAIN,-5.7373,5,0,5
V49_7B_0183,2021-08,TRAIN,-4.7978000000000005,10,2,8
V49_7B_0183,2022-05,TRAIN,1.3545,5,2,3
V49_7B_0183,2022-11,TRAIN,1.9061000000000006,14,5,9
V49_7B_0183,2023-01,VAL,-0.6667999999999998,7,2,5
V49_7B_0183,2023-07,VAL,-0.8829999999999998,7,2,5
V49_7B_0183,2024-04,VAL,-10.3539,9,0,9
V49_7B_0183,2024-10,VAL,6.2478,17,8,9
V49_7B_0184,2020-03,TRAIN,1.1189000000000002,4,2,2
V49_7B_0184,2020-09,TRAIN,-4.3239,4,0,4
V49_7B_0184,2021-02,TRAIN,-2.2697000000000003,2,0,2
V49_7B_0184,2021-08,TRAIN,-3.3314,6,1,5
V49_7B_0184,2022-05,TRAIN,-0.9144999999999999,4,1,3
V49_7B_0184,2022-11,TRAIN,0.4609000000000001,9,3,6
V49_7B_0184,2023-01,VAL,-2.7997,9,2,7
V49_7B_0184,2023-07,VAL,-1.8980999999999997,8,2,6
V49_7B_0184,2024-04,VAL,-4.494,4,0,4
V49_7B_0184,2024-10,VAL,3.7167999999999997,6,3,3
V49_7B_0185,2020-03,TRAIN,5.8135,6,4,2
V49_7B_0185,2020-09,TRAIN,-5.4494,8,1,7
V49_7B_0185,2021-02,TRAIN,-5.7373,5,0,5
V49_7B_0185,2021-08,TRAIN,-7.1405,9,1,8
V49_7B_0185,2022-05,TRAIN,1.3545,5,2,3
V49_7B_0185,2022-11,TRAIN,1.9061000000000006,14,5,9
V49_7B_0185,2023-01,VAL,0.41700000000000026,6,2,4
V49_7B_0185,2023-07,VAL,-0.8829999999999998,7,2,5
V49_7B_0185,2024-04,VAL,-9.1567,8,0,8
V49_7B_0185,2024-10,VAL,5.166499999999999,15,7,8
V49_7B_0186,2020-03,TRAIN,11.9693,10,7,3
V49_7B_0186,2020-09,TRAIN,-5.2734000000000005,11,2,9
V49_7B_0186,2021-02,TRAIN,-3.4562999999999997,3,0,3
V49_7B_0186,2021-08,TRAIN,-8.4052,10,1,9
V49_7B_0186,2022-05,TRAIN,-6.8838,6,0,6
V49_7B_0186,2022-11,TRAIN,0.5824000000000003,15,5,10
V49_7B_0186,2023-01,VAL,-0.2999000000000005,13,4,9
V49_7B_0186,2023-07,VAL,0.4856999999999998,15,5,10
V49_7B_0186,2024-04,VAL,-6.9154,9,1,8
V49_7B_0186,2024-10,VAL,1.8330999999999995,18,7,11
V49_7B_0187,2020-03,TRAIN,-7.8877999999999995,17,4,13
V49_7B_0187,2020-09,TRAIN,-5.1544,9,2,7
V49_7B_0187,2021-02,TRAIN,0.9257000000000002,7,4,3
V49_7B_0187,2021-08,TRAIN,-1.4715000000000003,12,5,7
V49_7B_0187,2022-05,TRAIN,-0.01729999999999965,7,3,4
V49_7B_0187,2022-11,TRAIN,-3.8697,6,1,5
V49_7B_0187,2023-01,VAL,10.2591,13,10,3
V49_7B_0187,2023-07,VAL,-4.6592,4,0,4
V49_7B_0187,2024-04,VAL,-2.1096,6,2,4
V49_7B_0187,2024-10,VAL,-4.8375,13,4,9
V49_7B_0188,2020-03,TRAIN,8.0982,11,7,4
V49_7B_0188,2020-09,TRAIN,-11.4312,13,1,12
V49_7B_0188,2021-02,TRAIN,-5.7543,5,0,5
V49_7B_0188,2021-08,TRAIN,-5.127400000000001,12,3,9
V49_7B_0188,2022-05,TRAIN,-3.1463,8,2,6
V49_7B_0188,2022-11,TRAIN,-8.5534,21,5,16
V49_7B_0188,2023-01,VAL,2.2332,17,7,10
V49_7B_0188,2023-07,VAL,-5.066599999999999,15,4,11
V49_7B_0188,2024-04,VAL,-8.613299999999999,10,1,9
V49_7B_0188,2024-10,VAL,-2.2851999999999997,20,7,13
V49_7B_0189,2020-03,TRAIN,5.8484,6,4,2
V49_7B_0189,2020-09,TRAIN,-6.6092,9,1,8
V49_7B_0189,2021-02,TRAIN,-5.7543,5,0,5
V49_7B_0189,2021-08,TRAIN,-4.825000000000001,10,2,8
V49_7B_0189,2022-05,TRAIN,1.3172999999999997,5,2,3
V49_7B_0189,2022-11,TRAIN,-1.7043,14,4,10
V49_7B_0189,2023-01,VAL,-0.6819999999999995,7,2,5
V49_7B_0189,2023-07,VAL,-0.9595999999999993,7,2,5
V49_7B_0189,2024-04,VAL,-10.3677,9,0,9
V49_7B_0189,2024-10,VAL,4.6353,17,7,10
V49_7B_0190,2020-03,TRAIN,-12.0955,21,4,17
V49_7B_0190,2020-09,TRAIN,-8.621699999999999,23,7,16
V49_7B_0190,2021-02,TRAIN,-3.1318999999999995,15,6,9
V49_7B_0190,2021-08,TRAIN,-3.5319000000000003,24,10,14
V49_7B_0190,2022-05,TRAIN,1.6430000000000005,10,5,5
V49_7B_0190,2022-11,TRAIN,-0.5632999999999999,10,4,6
V49_7B_0190,2023-01,VAL,4.117800000000001,25,13,12
V49_7B_0190,2023-07,VAL,-3.0092,9,3,6
V49_7B_0190,2024-04,VAL,-8.4363,13,3,10
V49_7B_0190,2024-10,VAL,-7.1689,21,7,14
V49_7B_0191,2020-03,TRAIN,5.3712,6,5,1
V49_7B_0191,2020-09,TRAIN,-3.0452,5,1,4
V49_7B_0191,2021-02,TRAIN,-2.3041,2,0,2
V49_7B_0191,2021-08,TRAIN,-9.4847,8,0,8
V49_7B_0191,2022-05,TRAIN,-6.8838,6,0,6
V49_7B_0191,2022-11,TRAIN,-0.08850000000000025,11,5,6
V49_7B_0191,2023-01,VAL,3.2007999999999996,13,7,6
V49_7B_0191,2023-07,VAL,-0.9604000000000001,14,6,8
V49_7B_0191,2024-04,VAL,-4.3723,6,1,5
V49_7B_0191,2024-10,VAL,-1.5593000000000001,10,4,6
V49_7B_0192,2020-03,TRAIN,0.1682999999999999,7,3,4
V49_7B_0192,2020-09,TRAIN,-3.9135,9,2,7
V49_7B_0192,2021-02,TRAIN,-5.9473,5,0,5
V49_7B_0192,2021-08,TRAIN,-10.5417,13,2,11
V49_7B_0192,2022-05,TRAIN,-3.143,8,2,6
V49_7B_0192,2022-11,TRAIN,-10.0083,16,3,13
V49_7B_0192,2023-01,VAL,5.4114,14,7,7
V49_7B_0192,2023-07,VAL,4.3388,14,7,7
V49_7B_0192,2024-04,VAL,-8.4602,7,0,7
V49_7B_0192,2024-10,VAL,-1.428,11,4,7
V49_7B_0193,2020-03,TRAIN,4.2484,6,4,2
V49_7B_0193,2020-09,TRAIN,-6.1271,8,1,7
V49_7B_0193,2021-02,TRAIN,-1.2745,1,0,1
V49_7B_0193,2021-08,TRAIN,-8.866299999999999,7,0,7
V49_7B_0193,2022-05,TRAIN,-2.3056,2,0,2
V49_7B_0193,2022-11,TRAIN,0.6602999999999997,10,4,6
V49_7B_0193,2023-01,VAL,-2.6541999999999994,5,1,4
V49_7B_0193,2023-07,VAL,-3.8407999999999998,6,1,5
V49_7B_0193,2024-04,VAL,-7.1966,6,0,6
V49_7B_0193,2024-10,VAL,1.5811,13,6,7
V49_7B_0194,2020-03,TRAIN,-6.752599999999999,13,2,11
V49_7B_0194,2020-09,TRAIN,-3.2333,12,3,9
V49_7B_0194,2021-02,TRAIN,-0.9035999999999997,7,2,5
V49_7B_0194,2021-08,TRAIN,-1.6468999999999996,12,4,8
V49_7B_0194,2022-05,TRAIN,1.7893000000000006,8,3,5
V49_7B_0194,2022-11,TRAIN,-0.32739999999999947,7,2,5
V49_7B_0194,2023-01,VAL,0.5726,12,5,7
V49_7B_0194,2023-07,VAL,-1.3017000000000003,7,2,5
V49_7B_0194,2024-04,VAL,-6.1259,9,2,7
V49_7B_0194,2024-10,VAL,-1.8103000000000002,14,5,9
V49_7B_0195,2020-03,TRAIN,-10.3326,12,1,11
V49_7B_0195,2020-09,TRAIN,-6.372,18,6,12
V49_7B_0195,2021-02,TRAIN,-4.3524,10,3,7
V49_7B_0195,2021-08,TRAIN,-7.8658,16,5,11
V49_7B_0195,2022-05,TRAIN,1.9612999999999998,5,3,2
V49_7B_0195,2022-11,TRAIN,3.9720000000000004,8,5,3
V49_7B_0195,2023-01,VAL,-4.8444,13,4,9
V49_7B_0195,2023-07,VAL,-2.3061,6,2,4
V49_7B_0195,2024-04,VAL,-10.7444,10,1,9
V49_7B_0195,2024-10,VAL,-1.0621000000000003,15,7,8
V49_7B_0196,2020-03,TRAIN,0.6175999999999997,4,2,2
V49_7B_0196,2020-09,TRAIN,-4.3764,4,0,4
V49_7B_0196,2021-02,TRAIN,-2.3056,2,0,2
V49_7B_0196,2021-08,TRAIN,-5.9696,5,0,5
V49_7B_0196,2022-05,TRAIN,-1.5011999999999999,4,1,3
V49_7B_0196,2022-11,TRAIN,-0.9708999999999999,6,2,4
V49_7B_0196,2023-01,VAL,3.2273000000000005,8,4,4
V49_7B_0196,2023-07,VAL,-3.0874999999999995,8,2,6
V49_7B_0196,2024-04,VAL,-1.6319,4,1,3
V49_7B_0196,2024-10,VAL,-0.9801000000000002,6,2,4
V49_7B_0197,2020-03,TRAIN,7.3944,6,4,2
V49_7B_0197,2020-09,TRAIN,-4.6072,7,1,6
V49_7B_0197,2021-02,TRAIN,-1.2745,1,0,1
V49_7B_0197,2021-08,TRAIN,-7.4366,6,0,6
V49_7B_0197,2022-05,TRAIN,-3.4721,3,0,3
V49_7B_0197,2022-11,TRAIN,3.8107999999999995,9,4,5
V49_7B_0197,2023-01,VAL,1.3029000000000002,5,2,3
V49_7B_0197,2023-07,VAL,1.2902,8,3,5
